,created_at,id_str,text,longitude,latitude
35,2019-09-29 1:22:51,1.1781179037801267e+18,My boys spoiled me #birthdaygirl #momofboys💙💙💙 #love #family #liveyourbestlife @ Hyde Park https://t.co/1Ifue3pHtJ,-81.3314006,43.012581299999994
37,2019-09-29 0:56:27,1.1781112629344092e+18,My heart ♥️ my world 🌎 my reason for being💖 they bring me life/joy/happiness/craziness/love/laughter #momofboys💙💙💙… https://t.co/FKuV5aZdxg,-81.3314006,43.012581299999994
39,2019-09-29 0:15:58,1.17810107109444e+18,#Sydney #Skyline #Australia @ Sheraton Grand Sydney Hyde Park https://t.co/VIIs8KTJMG,151.2095869,-33.8714912
41,2019-09-28 23:11:46,1.178084916652839e+18,"Turisteando :) (@ Hyde Park - @cityofsydney in Sydney, NSW) https://t.co/9QUx73Ihh3 https://t.co/QhVBAKjOj4",151.21067390000002,-33.87327061
43,2019-09-28 22:20:25,1.178071993377284e+18,"Homecoming dance #highschool #homecoming #highschooldance #myson @ Hyde Park, Chicago https://t.co/u6Ut8y9wSp",-87.59,41.8
45,2019-09-28 22:15:19,1.1780707099076772e+18,#daddydaughter date night starts with a steak dinner. @ Hyde Park Prime Steakhouse - Indianapolis https://t.co/e0hRj7TBmt,-86.1596849,39.768192799999994
47,2019-09-28 21:36:31,1.1780609475645153e+18,Kensington Gardens and Hyde Park @ Kensington Gardens https://t.co/4JAtOiUVDT,-0.18027778,51.50722222
49,2019-09-28 19:49:21,1.1780339773970022e+18,Cleared: Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road,-73.6917,40.7685
51,2019-09-28 19:49:21,1.1780339757738435e+18,Cleared: Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road,-73.6917,40.7685
53,2019-09-28 19:48:32,1.1780337701690204e+18,Updated: Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road https://t.co/DLB1NEqG6n,-73.6917,40.7685
55,2019-09-28 19:48:32,1.178033769447641e+18,Updated: Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road https://t.co/nCgy3o5lk3,-73.6917,40.7685
57,2019-09-28 19:43:28,1.1780324967112172e+18,"I'm at Historic Hyde Park in Kansas City, MO https://t.co/8Z7wqcvtvY",-94.58185673,39.05993308
59,2019-09-28 19:43:24,1.178032480844165e+18,Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road https://t.co/DLB1NEqG6n,-73.6917,40.7685
61,2019-09-28 19:43:22,1.1780324724262707e+18,Incident on #I495 WB from Exit 34 - New Hyde Park Road to Exit 33 - Lakeville Road https://t.co/nCgy3o5lk3,-73.6917,40.7685
63,2019-09-28 19:43:08,1.1780324127203205e+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/RLm1uJyxqh",-94.57731698,39.05155488
65,2019-09-28 19:21:32,1.1780269743144223e+18,Samy bishai Laurie Lowe Asaf Sirkis Whirlwind Recordings Robinson Khoury @ Hyde Park https://t.co/hPjHqE353u,-0.16324997,51.50707303
67,2019-09-28 18:46:39,1.178018195913007e+18,"I'm at Stop &amp; Shop in New Hyde Park, NY https://t.co/RDKf5ruAcN",-73.6988181,40.7413893
69,2019-09-28 18:38:36,1.1780161699467633e+18,"Wait for it!!!! Caturdayyyy @lizzo style!!! 😹😹😹😹 #lizzo #caturday #cartoon #mashup @ Hyde Park (Austin, Texas) https://t.co/THaMDgzASy",-97.730278,30.3075
71,2019-09-28 18:23:36,1.1780123987010478e+18,"Lot Release - FREE TACOS &amp; Margaritas 

Hyde Park by Beazer
2908 Hyde Manor Road, 
North Las Vegas, NV 89031… https://t.co/pKKEsBweCh",-115.2794,36.297779999999996
73,2019-09-28 17:32:50,1.1779996199445668e+18,See y’all down at @HPJazzFest this weekend. Today with @nickmazzarella Quintet and tomorrow with fittedphonic Rogue… https://t.co/tCmtAeJXoU,-87.59713442,41.78660233
75,2019-09-28 17:23:10,1.1779971889383547e+18,Nice end to the day working for @beatED a little run round Hyde park. The autumn is approaching 🍂🍁now to find out w… https://t.co/MsRhk8PkIh,-0.16324997,51.50707303
